investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_anomaly_flag
INV000204,2099-12-06,120842,SIP,17383,Punjab,Chandigarh,T30,36-45,Male,17.7,Mandate,Verified,True
INV003533,2099-12-15,120842,SIP,2054,Telangana,Hyderabad,T30,56+,Female,11.4,Net Banking,Verified,True
INV003396,2100-01-22,120842,Redemption,522105,Karnataka,Mysore,B30,26-35,Male,23.4,Mandate,Verified,True
INV003188,2100-03-13,120842,Redemption,528713,Tamil Nadu,Coimbatore,B30,26-35,Male,11.0,Mandate,Verified,True
INV003797,2100-03-23,120842,Redemption,432505,Madhya Pradesh,Indore,T30,26-35,Male,6.6,Cheque,Verified,True
INV001821,2100-04-02,120842,SIP,17710,Delhi,Gurugram,T30,26-35,Male,8.7,Mandate,Verified,True
INV000720,2100-08-13,120842,SIP,9493,Gujarat,Ahmedabad,T30,18-25,Female,5.8,Cheque,Verified,True
INV001651,2100-09-12,120842,Lumpsum,235375,Gujarat,Ahmedabad,T30,18-25,Male,4.1,Mandate,Verified,True
INV000493,2100-10-07,120842,Redemption,148519,Punjab,Chandigarh,T30,18-25,Male,4.2,UPI,Verified,True
INV004050,2100-10-19,120842,SIP,993,West Bengal,Kolkata,T30,26-35,Male,15.5,Net Banking,Verified,True
INV001069,2100-11-15,120842,SIP,59917,Telangana,Hyderabad,T30,26-35,Male,19.1,Mandate,Verified,True
INV000048,2100-12-31,120842,SIP,8202,Rajasthan,Jaipur,T30,36-45,Female,15.0,Cheque,Verified,True
INV001049,2101-01-11,120842,SIP,3057,Madhya Pradesh,Indore,T30,36-45,Female,52.5,Mandate,Verified,True
INV001495,2101-02-02,120842,SIP,59456,Punjab,Amritsar,B30,26-35,Male,16.6,Cheque,Verified,True
INV000728,2101-03-13,120842,Redemption,322908,Telangana,Hyderabad,T30,26-35,Male,8.4,Net Banking,Pending,True
INV003097,2101-04-19,120842,SIP,7594,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,Verified,True
INV000566,2101-04-30,120842,Lumpsum,258932,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Net Banking,Verified,True
INV000117,2101-08-20,120842,SIP,2836,Karnataka,Bangalore,T30,26-35,Female,15.6,Net Banking,Verified,True
INV003525,2101-10-22,120842,Lumpsum,302396,Karnataka,Mysore,B30,36-45,Male,36.1,Mandate,Verified,True
INV000312,2101-11-08,120842,Lumpsum,495961,Gujarat,Ahmedabad,T30,18-25,Male,7.1,Net Banking,Verified,True
INV003812,2101-11-10,120842,SIP,14065,Haryana,Faridabad,B30,18-25,Female,3.6,Cheque,Verified,True
INV001036,2101-12-11,120842,SIP,9303,Punjab,Chandigarh,T30,46-55,Female,40.5,UPI,Verified,True
INV001383,2102-02-13,120842,SIP,16087,Maharashtra,Pune,T30,26-35,Male,18.6,Net Banking,Verified,True
INV001715,2102-05-27,120842,SIP,49145,Gujarat,Surat,T30,18-25,Male,7.7,Cheque,Verified,True
INV002406,2102-06-17,120842,SIP,2701,Tamil Nadu,Chennai,T30,36-45,Male,31.9,Mandate,Verified,True
INV003295,2102-11-03,120842,SIP,2316,Gujarat,Ahmedabad,T30,26-35,Male,20.8,UPI,Verified,True
INV003567,2102-11-19,120842,Redemption,55481,Tamil Nadu,Chennai,T30,46-55,Male,76.1,Mandate,Verified,True
INV003785,2102-11-28,120842,Lumpsum,272454,Karnataka,Bangalore,T30,36-45,Male,28.2,Mandate,Pending,True
INV004565,2102-12-01,120842,Lumpsum,577969,Gujarat,Surat,T30,26-35,Male,9.2,Net Banking,Pending,True
INV004455,2102-12-18,120842,SIP,1640,Telangana,Hyderabad,T30,18-25,Female,3.5,Cheque,Verified,True
INV004603,2102-12-22,120842,SIP,12698,Madhya Pradesh,Indore,T30,36-45,Male,35.4,Net Banking,Verified,True
INV000742,2103-01-31,120842,SIP,2233,Uttar Pradesh,Lucknow,T30,36-45,Male,27.4,Cheque,Verified,True
INV003615,2103-02-06,120842,Redemption,61312,Rajasthan,Jaipur,T30,36-45,Male,32.6,UPI,Verified,True
INV003728,2103-03-15,120842,Lumpsum,520598,West Bengal,Kolkata,T30,26-35,Male,16.2,UPI,Pending,True
INV003308,2103-04-01,120842,SIP,2494,Telangana,Hyderabad,T30,56+,Male,58.2,Mandate,Verified,True
INV002307,2103-05-10,120842,SIP,5779,Gujarat,Ahmedabad,T30,26-35,Male,24.2,Cheque,Verified,True
INV004607,2103-07-11,120842,SIP,1990,Telangana,Hyderabad,T30,26-35,Female,7.0,UPI,Verified,True
INV003974,2103-07-25,120842,Redemption,10005,Maharashtra,Nashik,B30,46-55,Male,73.6,Mandate,Verified,True
INV004297,2103-08-28,120842,SIP,15448,Karnataka,Bangalore,T30,36-45,Female,19.5,Cheque,Verified,True
INV002346,2103-10-21,120842,Lumpsum,13962,Maharashtra,Mumbai,T30,36-45,Male,54.5,Mandate,Verified,True
INV000721,2104-01-13,120842,SIP,8806,Maharashtra,Nashik,B30,36-45,Male,59.1,Cheque,Verified,True
INV000894,2104-02-13,120842,SIP,12971,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Verified,True
INV001825,2104-05-06,120842,Lumpsum,325563,Haryana,Faridabad,B30,26-35,Male,21.7,Cheque,Verified,True
INV003211,2104-07-16,120842,SIP,43293,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,UPI,Pending,True
INV003412,2104-07-20,120842,Lumpsum,72438,Rajasthan,Jaipur,T30,18-25,Male,7.8,Net Banking,Pending,True
INV003808,2104-08-27,120842,Lumpsum,265408,Madhya Pradesh,Bhopal,B30,46-55,Female,62.5,UPI,Verified,True
INV003351,2104-12-30,120842,SIP,8263,Delhi,New Delhi,T30,26-35,Male,9.5,Net Banking,Verified,True
INV002841,2105-01-31,120842,SIP,4204,Uttar Pradesh,Kanpur,B30,26-35,Male,13.2,UPI,Verified,True
INV000057,2105-04-14,120842,SIP,28928,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Net Banking,Verified,True
INV003215,2105-06-05,120842,Redemption,409267,Gujarat,Surat,T30,26-35,Female,20.9,Mandate,Pending,True
INV004196,2105-06-24,120842,SIP,49488,West Bengal,Kolkata,T30,46-55,Male,44.4,Cheque,Pending,True
INV001900,2105-07-02,120842,SIP,875,Tamil Nadu,Coimbatore,B30,36-45,Female,19.7,Cheque,Verified,True
INV004366,2105-07-14,120842,Redemption,295929,Delhi,New Delhi,T30,46-55,Female,81.1,Mandate,Verified,True
INV004207,2105-07-17,120842,SIP,5802,Gujarat,Ahmedabad,T30,56+,Female,53.3,Mandate,Verified,True
INV002458,2105-07-27,120842,SIP,50247,West Bengal,Kolkata,T30,18-25,Male,7.1,Mandate,Verified,True
INV004421,2105-08-31,120842,SIP,2136,Punjab,Amritsar,B30,26-35,Male,20.5,Mandate,Verified,True
INV001202,2105-12-10,120842,SIP,6835,Karnataka,Bangalore,T30,26-35,Male,11.3,UPI,Pending,True
INV001740,2105-12-15,120842,Redemption,171037,Uttar Pradesh,Kanpur,B30,36-45,Female,53.9,Net Banking,Verified,True
INV002926,2105-12-16,120842,SIP,8288,Telangana,Hyderabad,T30,26-35,Male,16.6,Mandate,Verified,True
INV001115,2106-01-25,120842,SIP,25561,Uttar Pradesh,Kanpur,B30,26-35,Male,20.7,Mandate,Pending,True
INV003641,2106-02-07,120842,SIP,439,Telangana,Hyderabad,T30,26-35,Female,13.1,UPI,Verified,True
INV001331,2106-04-02,120842,SIP,3264,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Cheque,Verified,True
INV001263,2106-06-06,120842,Lumpsum,519866,Rajasthan,Jaipur,T30,36-45,Male,54.6,Mandate,Verified,True
INV000492,2106-07-07,120842,SIP,855,Telangana,Hyderabad,T30,36-45,Male,12.4,Mandate,Verified,True
INV002384,2106-07-13,120842,SIP,4066,Karnataka,Mysore,B30,26-35,Male,24.3,Net Banking,Verified,True
INV003511,2106-09-09,120842,SIP,4674,Haryana,Gurugram,T30,46-55,Male,36.8,Mandate,Verified,True
INV000533,2106-11-18,120842,Lumpsum,145993,Rajasthan,Jaipur,T30,56+,Male,25.1,Mandate,Verified,True
INV001279,2106-11-27,120842,SIP,13090,Karnataka,Bangalore,T30,46-55,Male,76.7,UPI,Verified,True
INV003412,2107-01-11,120842,SIP,8334,Rajasthan,Jaipur,T30,18-25,Male,7.8,Mandate,Verified,True
INV002557,2107-02-22,120842,SIP,807,West Bengal,Kolkata,T30,26-35,Female,18.2,Mandate,Verified,True
INV002563,2107-03-06,120842,Lumpsum,346909,Madhya Pradesh,Indore,T30,18-25,Female,6.8,UPI,Verified,True
INV003194,2107-03-12,120842,SIP,8449,Haryana,Faridabad,B30,26-35,Female,19.5,Mandate,Verified,True
INV000098,2107-03-28,120842,SIP,493,Telangana,Hyderabad,T30,36-45,Male,33.8,Mandate,Verified,True
INV003961,2107-07-13,120842,Lumpsum,192957,Rajasthan,Udaipur,B30,46-55,Male,39.6,Cheque,Verified,True
INV000531,2107-08-03,120842,SIP,48301,Delhi,Gurugram,T30,56+,Male,64.9,Mandate,Verified,True
INV004898,2107-08-10,120842,Lumpsum,354785,Haryana,Faridabad,B30,56+,Female,48.9,Cheque,Verified,True
INV000894,2107-09-10,120842,SIP,1779,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,UPI,Verified,True
INV002903,2107-10-06,120842,SIP,11816,Madhya Pradesh,Indore,T30,36-45,Male,45.0,Net Banking,Pending,True
INV004296,2107-11-01,120842,Lumpsum,244135,Telangana,Hyderabad,T30,26-35,Male,18.2,Net Banking,Verified,True
INV001750,2107-11-10,120842,SIP,8705,Telangana,Hyderabad,T30,36-45,Female,38.8,Cheque,Verified,True
INV003073,2107-11-28,120842,Lumpsum,468162,Punjab,Amritsar,B30,26-35,Male,11.9,Mandate,Verified,True
INV002244,2107-12-26,120842,SIP,25453,Maharashtra,Mumbai,T30,36-45,Male,49.4,Cheque,Verified,True
INV000749,2108-01-03,120842,SIP,3307,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,Net Banking,Verified,True
INV004088,2108-01-31,120842,Redemption,278733,Tamil Nadu,Chennai,T30,36-45,Male,26.8,UPI,Verified,True
INV001971,2108-02-12,120842,SIP,6201,Gujarat,Ahmedabad,T30,26-35,Male,21.0,Net Banking,Verified,True
INV003144,2108-02-17,120842,SIP,8680,Haryana,Gurugram,T30,36-45,Female,38.0,Mandate,Verified,True
INV002548,2108-03-14,120842,SIP,569,Haryana,Gurugram,T30,26-35,Male,21.3,Mandate,Verified,True
INV003424,2108-04-04,120842,SIP,2321,Madhya Pradesh,Indore,T30,26-35,Female,19.7,UPI,Verified,True
INV003811,2108-05-01,120842,SIP,5350,Gujarat,Surat,T30,46-55,Female,83.6,UPI,Verified,True
INV000069,2108-05-18,120842,SIP,2662,Gujarat,Ahmedabad,T30,56+,Female,35.9,UPI,Verified,True
INV004130,2108-08-21,120842,Redemption,263286,Punjab,Amritsar,B30,36-45,Male,57.9,Cheque,Verified,True
INV002418,2108-09-16,120842,SIP,2420,Haryana,Faridabad,B30,36-45,Male,34.0,Mandate,Verified,True
INV004899,2108-10-09,120842,Redemption,243876,Delhi,New Delhi,T30,36-45,Male,39.4,Net Banking,Verified,True
INV002735,2108-10-31,120842,Lumpsum,493283,Tamil Nadu,Coimbatore,B30,18-25,Female,7.6,Mandate,Verified,True
INV004275,2109-01-23,120842,SIP,400,Tamil Nadu,Chennai,T30,36-45,Male,21.6,Net Banking,Verified,True
INV001131,2109-03-12,120842,SIP,3517,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Verified,True
INV000073,2109-03-28,120842,Lumpsum,275498,Punjab,Amritsar,B30,18-25,Male,5.5,Net Banking,Verified,True
INV002284,2109-04-29,120842,Lumpsum,147564,Karnataka,Bangalore,T30,36-45,Male,55.3,Net Banking,Verified,True
INV003249,2109-05-19,120842,Redemption,200188,Punjab,Chandigarh,T30,36-45,Male,41.3,UPI,Verified,True
INV001825,2109-06-13,120842,Redemption,193307,Haryana,Faridabad,B30,26-35,Male,21.7,Cheque,Verified,True
INV002704,2109-06-20,120842,SIP,8600,Delhi,Noida,T30,36-45,Female,47.8,Net Banking,Verified,True
INV000591,2109-08-04,120842,SIP,2060,Karnataka,Bangalore,T30,18-25,Male,4.1,Cheque,Verified,True
INV004432,2109-11-18,120842,Redemption,454987,Haryana,Gurugram,T30,26-35,Male,14.2,UPI,Verified,True
INV003714,2110-01-11,120842,Lumpsum,165640,Punjab,Chandigarh,T30,46-55,Female,52.9,Net Banking,Verified,True
INV004791,2110-02-27,120842,SIP,49858,Telangana,Hyderabad,T30,18-25,Female,4.6,Cheque,Verified,True
INV003263,2110-03-14,120842,SIP,3337,Tamil Nadu,Chennai,T30,26-35,Female,12.5,UPI,Verified,True
INV003670,2110-03-28,120842,SIP,2823,Punjab,Chandigarh,T30,36-45,Male,38.4,Net Banking,Verified,True
INV003611,2110-04-21,120842,SIP,23082,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Net Banking,Verified,True
INV002189,2110-04-23,120842,Lumpsum,456540,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,Mandate,Verified,True
INV000421,2110-05-04,120842,Redemption,408256,Tamil Nadu,Chennai,T30,36-45,Male,31.9,UPI,Verified,True
INV003248,2110-10-07,120842,SIP,2060,Karnataka,Mysore,B30,26-35,Male,6.5,UPI,Verified,True
INV000095,2110-10-08,120842,Lumpsum,434854,West Bengal,Kolkata,T30,18-25,Male,6.5,UPI,Verified,True
INV001450,2110-11-14,120842,Redemption,184604,Rajasthan,Udaipur,B30,26-35,Female,16.8,Cheque,Verified,True
INV004868,2110-12-21,120842,Redemption,526771,Karnataka,Bangalore,T30,36-45,Male,49.4,UPI,Verified,True
INV000524,2111-02-01,120842,SIP,2339,West Bengal,Kolkata,T30,56+,Male,37.4,Mandate,Verified,True
INV002822,2111-03-23,120842,SIP,997,Karnataka,Bangalore,T30,46-55,Male,79.5,Mandate,Verified,True
INV000101,2111-04-30,120842,Redemption,245474,Madhya Pradesh,Indore,T30,26-35,Male,20.8,Cheque,Verified,True
INV001914,2111-07-16,120842,SIP,22188,Delhi,Gurugram,T30,56+,Male,61.9,Mandate,Verified,True
INV002671,2111-07-18,120842,SIP,2305,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Cheque,Verified,True
INV002759,2111-07-27,120842,Redemption,75513,Delhi,Noida,T30,36-45,Male,44.6,Cheque,Pending,True
INV004376,2111-08-07,120842,Redemption,419292,West Bengal,Kolkata,T30,46-55,Female,92.6,Net Banking,Verified,True
INV000589,2111-08-29,120842,SIP,568,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Net Banking,Verified,True
INV000626,2111-08-31,120842,SIP,10510,Haryana,Gurugram,T30,26-35,Female,12.3,Mandate,Verified,True
INV004717,2111-09-25,120842,SIP,494,Maharashtra,Nashik,B30,36-45,Female,12.6,UPI,Verified,True
INV003165,2111-10-31,120842,SIP,11846,Punjab,Amritsar,B30,26-35,Male,19.4,Net Banking,Verified,True
INV000545,2112-03-24,120842,Redemption,384037,Telangana,Hyderabad,T30,26-35,Male,23.6,Net Banking,Verified,True
INV004100,2112-04-13,120842,SIP,2376,Delhi,Gurugram,T30,26-35,Male,20.7,Net Banking,Verified,True
INV003511,2112-05-18,120842,Lumpsum,314190,Haryana,Gurugram,T30,46-55,Male,36.8,Cheque,Verified,True
INV000383,2112-06-22,120842,Redemption,470279,Telangana,Hyderabad,T30,26-35,Female,23.4,Net Banking,Verified,True
INV002214,2112-06-27,120842,SIP,528,Delhi,Gurugram,T30,36-45,Female,50.5,Net Banking,Verified,True
INV000638,2112-08-29,120842,SIP,4934,Rajasthan,Udaipur,B30,26-35,Male,12.7,Cheque,Verified,True
INV004763,2112-09-24,120842,SIP,2968,Karnataka,Bangalore,T30,46-55,Female,19.6,UPI,Verified,True
INV000483,2112-10-07,120842,SIP,29016,Haryana,Gurugram,T30,18-25,Male,7.7,Net Banking,Verified,True
INV004737,2112-10-11,120842,SIP,8202,Madhya Pradesh,Indore,T30,46-55,Male,98.4,UPI,Pending,True
INV004296,2113-02-19,120842,SIP,6572,Telangana,Hyderabad,T30,26-35,Male,18.2,UPI,Pending,True
INV002411,2113-04-28,120842,Lumpsum,135903,Rajasthan,Jaipur,T30,46-55,Male,38.4,Mandate,Verified,True
INV003422,2113-06-24,120842,SIP,2916,Uttar Pradesh,Lucknow,T30,26-35,Male,9.0,Mandate,Verified,True
INV004844,2113-07-02,120842,SIP,2406,Maharashtra,Pune,T30,26-35,Male,15.7,UPI,Verified,True
INV000396,2113-07-05,120842,Lumpsum,383054,Rajasthan,Jaipur,T30,46-55,Male,38.5,Net Banking,Verified,True
INV002893,2024-01-13,120843,SIP,8472,Telangana,Hyderabad,T30,56+,Male,69.4,UPI,Pending,False
INV001156,2024-03-07,120843,SIP,28986,Madhya Pradesh,Indore,T30,56+,Female,58.8,Cheque,Pending,False
INV000313,2024-03-08,120843,Lumpsum,497034,Tamil Nadu,Chennai,T30,18-25,Female,3.1,Net Banking,Verified,False
INV003225,2024-03-12,120843,SIP,3346,West Bengal,Kolkata,T30,26-35,Male,9.2,UPI,Verified,False
INV003505,2024-04-02,120843,Lumpsum,362856,West Bengal,Kolkata,T30,56+,Female,53.5,Net Banking,Verified,False
INV000662,2024-04-04,120843,SIP,427,Gujarat,Surat,T30,36-45,Female,20.1,Cheque,Verified,False
INV003609,2024-05-03,120843,SIP,16476,Karnataka,Mysore,B30,26-35,Male,9.2,Net Banking,Verified,False
INV001454,2024-06-27,120843,SIP,554,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Net Banking,Verified,False
INV004321,2024-07-15,120843,SIP,1147,West Bengal,Kolkata,T30,26-35,Male,16.0,Mandate,Verified,False
INV004059,2024-08-23,120843,SIP,7638,Maharashtra,Pune,T30,26-35,Female,17.0,Net Banking,Verified,False
INV001070,2024-09-09,120843,SIP,52410,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Cheque,Verified,False
INV003198,2024-09-30,120843,SIP,46712,Uttar Pradesh,Lucknow,T30,46-55,Female,37.0,Net Banking,Verified,False
INV004472,2024-11-07,120843,Lumpsum,331877,West Bengal,Kolkata,T30,26-35,Female,19.1,Net Banking,Verified,False
INV003143,2024-11-28,120843,Lumpsum,249341,Karnataka,Mysore,B30,18-25,Female,5.9,Cheque,Verified,False
INV001902,2024-12-09,120843,SIP,2179,Punjab,Chandigarh,T30,46-55,Female,22.2,Net Banking,Verified,False
INV000408,2025-01-08,120843,Redemption,118820,Punjab,Amritsar,B30,56+,Male,62.3,Net Banking,Verified,False
INV000339,2025-01-30,120843,Lumpsum,133844,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Net Banking,Verified,False
INV002732,2025-02-01,120843,SIP,1047,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,UPI,Verified,False
INV003054,2025-02-12,120843,SIP,6158,Telangana,Hyderabad,T30,56+,Female,77.1,Cheque,Verified,False
INV000540,2025-03-05,120843,Redemption,410824,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Mandate,Verified,False
INV004285,2025-04-22,120843,Lumpsum,154122,Punjab,Chandigarh,T30,26-35,Male,8.0,UPI,Verified,False
INV000567,2025-04-25,120843,Lumpsum,329312,Delhi,New Delhi,T30,26-35,Male,9.1,Cheque,Verified,False
INV003473,2025-05-01,120843,SIP,1197,Telangana,Hyderabad,T30,26-35,Male,16.5,UPI,Verified,False
INV004774,2025-05-12,120843,Lumpsum,357780,Tamil Nadu,Coimbatore,B30,36-45,Male,21.8,UPI,Verified,False
INV001579,2025-06-09,120843,SIP,2446,Karnataka,Bangalore,T30,46-55,Male,71.1,Net Banking,Verified,False
INV004290,2025-08-08,120843,SIP,2094,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Net Banking,Verified,False
INV001778,2025-08-09,120843,SIP,13966,Maharashtra,Mumbai,T30,26-35,Male,9.7,Mandate,Pending,False
INV000989,2025-10-26,120843,SIP,14264,Gujarat,Surat,T30,36-45,Male,16.1,UPI,Pending,False
INV002131,2025-11-22,120843,SIP,539,Madhya Pradesh,Bhopal,B30,46-55,Male,75.1,Mandate,Verified,False
INV000813,2025-12-26,120843,SIP,3598,Telangana,Hyderabad,T30,46-55,Male,38.7,Mandate,Verified,False
INV003454,2025-12-29,120843,SIP,7944,Telangana,Hyderabad,T30,26-35,Male,18.3,Cheque,Verified,False
INV004534,2026-03-11,120843,SIP,11918,Maharashtra,Nashik,B30,26-35,Male,8.8,UPI,Verified,False
INV003811,2026-06-10,120843,SIP,54067,Gujarat,Surat,T30,46-55,Female,83.6,Net Banking,Verified,False
INV004916,2026-09-05,120843,SIP,11029,Haryana,Faridabad,B30,26-35,Male,12.5,Net Banking,Verified,True
INV002752,2026-09-09,120843,Lumpsum,32885,Rajasthan,Udaipur,B30,26-35,Male,20.1,Net Banking,Verified,True
INV004281,2026-10-14,120843,SIP,3335,Rajasthan,Jaipur,T30,26-35,Female,15.9,Cheque,Verified,True
INV001411,2026-11-16,120843,Lumpsum,260319,Delhi,Gurugram,T30,26-35,Female,7.1,UPI,Verified,True
INV004127,2027-02-17,120843,Redemption,170513,Madhya Pradesh,Indore,T30,36-45,Female,27.3,UPI,Verified,True
INV001060,2027-03-30,120843,SIP,6191,Telangana,Hyderabad,T30,36-45,Male,29.0,UPI,Pending,True
INV004079,2027-06-17,120843,SIP,432,Karnataka,Bangalore,T30,36-45,Female,57.2,Net Banking,Verified,True
INV001375,2027-10-02,120843,Lumpsum,45742,Haryana,Gurugram,T30,18-25,Male,6.3,Cheque,Verified,True
INV002047,2027-10-18,120843,SIP,4200,Tamil Nadu,Coimbatore,B30,26-35,Female,19.5,Cheque,Verified,True
INV003458,2028-01-17,120843,Redemption,211296,Gujarat,Surat,T30,36-45,Male,21.3,Cheque,Verified,True
INV002806,2028-03-13,120843,SIP,3046,Rajasthan,Jaipur,T30,46-55,Male,24.2,Mandate,Verified,True
INV002648,2028-04-20,120843,Lumpsum,280561,Punjab,Chandigarh,T30,36-45,Male,57.1,Net Banking,Pending,True
INV003836,2028-04-21,120843,SIP,9750,Karnataka,Bangalore,T30,36-45,Male,12.4,UPI,Verified,True
INV000466,2028-04-28,120843,SIP,15854,Haryana,Faridabad,B30,18-25,Male,4.4,Net Banking,Verified,True
INV002945,2028-05-20,120843,SIP,1154,Maharashtra,Nashik,B30,26-35,Male,15.6,UPI,Verified,True
INV002662,2028-05-26,120843,SIP,4636,Tamil Nadu,Coimbatore,B30,26-35,Male,20.5,UPI,Verified,True
INV002440,2028-06-26,120843,Lumpsum,295290,Karnataka,Bangalore,T30,18-25,Female,3.0,Mandate,Verified,True
INV001361,2028-09-21,120843,SIP,2589,West Bengal,Kolkata,T30,26-35,Female,21.1,Cheque,Pending,True
INV001346,2028-11-18,120843,SIP,4056,Gujarat,Surat,T30,18-25,Male,5.7,Net Banking,Verified,True
INV001616,2028-12-06,120843,SIP,51853,Tamil Nadu,Chennai,T30,26-35,Male,23.2,Cheque,Verified,True
INV000581,2028-12-30,120843,SIP,2495,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified,True
INV000492,2029-01-30,120843,Lumpsum,292269,Telangana,Hyderabad,T30,36-45,Male,12.4,UPI,Verified,True
INV000914,2029-02-27,120843,SIP,10388,Karnataka,Mysore,B30,18-25,Male,3.8,Cheque,Verified,True
INV001532,2029-03-18,120843,Redemption,200219,Madhya Pradesh,Bhopal,B30,36-45,Female,39.5,Net Banking,Verified,True
INV004984,2029-04-22,120843,SIP,2266,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Cheque,Verified,True
INV004767,2029-04-25,120843,SIP,2398,Uttar Pradesh,Kanpur,B30,26-35,Female,12.7,Mandate,Verified,True
INV002208,2029-05-02,120843,SIP,3484,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Verified,True
INV001367,2029-06-21,120843,SIP,13374,Maharashtra,Nashik,B30,36-45,Male,32.2,Cheque,Verified,True
INV000921,2029-08-27,120843,Redemption,51266,Rajasthan,Jaipur,T30,26-35,Male,14.6,Cheque,Verified,True
INV002794,2029-09-02,120843,Lumpsum,211129,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Net Banking,Verified,True
INV002635,2029-11-03,120843,Lumpsum,43368,Telangana,Hyderabad,T30,18-25,Male,3.8,Mandate,Verified,True
INV002186,2030-02-20,120843,SIP,868,Haryana,Faridabad,B30,18-25,Female,7.9,UPI,Pending,True
INV001232,2030-04-20,120843,Redemption,425570,Uttar Pradesh,Agra,B30,46-55,Female,29.8,Cheque,Verified,True
INV001708,2030-06-13,120843,SIP,17226,Haryana,Faridabad,B30,18-25,Male,7.7,Mandate,Pending,True
INV003449,2030-06-17,120843,Lumpsum,248375,Gujarat,Ahmedabad,T30,56+,Male,10.0,Net Banking,Verified,True
INV004247,2030-06-30,120843,Redemption,307363,Tamil Nadu,Chennai,T30,18-25,Male,4.9,Net Banking,Verified,True
INV002509,2030-07-05,120843,SIP,1750,Maharashtra,Mumbai,T30,36-45,Female,19.9,UPI,Verified,True
INV001029,2030-08-03,120843,SIP,24147,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,UPI,Pending,True
INV004038,2030-08-09,120843,Lumpsum,238362,Gujarat,Surat,T30,26-35,Female,24.6,Mandate,Verified,True
INV003759,2030-11-29,120843,Redemption,242761,Haryana,Gurugram,T30,26-35,Male,6.1,Net Banking,Pending,True
INV003811,2030-12-11,120843,SIP,5663,Gujarat,Surat,T30,46-55,Female,83.6,Mandate,Verified,True
INV002699,2031-03-05,120843,Redemption,16830,Gujarat,Surat,T30,18-25,Female,6.1,Net Banking,Verified,True
INV001727,2031-04-16,120843,Lumpsum,439105,Gujarat,Surat,T30,46-55,Female,74.1,Net Banking,Verified,True
INV000529,2031-04-28,120843,Lumpsum,285338,Maharashtra,Mumbai,T30,18-25,Male,4.7,Net Banking,Verified,True
INV004290,2031-05-02,120843,SIP,28249,Gujarat,Ahmedabad,T30,46-55,Male,41.9,UPI,Pending,True
INV003958,2031-05-14,120843,SIP,41255,Haryana,Faridabad,B30,18-25,Male,6.6,Mandate,Verified,True
INV004594,2031-05-21,120843,Redemption,367126,Haryana,Gurugram,T30,26-35,Female,9.8,UPI,Verified,True
INV002765,2031-05-25,120843,SIP,1148,Uttar Pradesh,Lucknow,T30,36-45,Male,57.6,Cheque,Verified,True
INV000570,2031-06-11,120843,SIP,5389,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Net Banking,Verified,True
INV003533,2031-06-23,120843,SIP,2491,Telangana,Hyderabad,T30,56+,Female,11.4,Cheque,Verified,True
INV001782,2032-01-08,120843,Lumpsum,21175,Uttar Pradesh,Agra,B30,36-45,Female,47.5,Net Banking,Verified,True
INV002629,2032-01-14,120843,SIP,1886,Karnataka,Mysore,B30,36-45,Male,32.9,Mandate,Verified,True
INV004128,2032-02-07,120843,SIP,3579,Haryana,Faridabad,B30,18-25,Male,3.3,Net Banking,Pending,True
INV000236,2032-07-16,120843,SIP,2050,Karnataka,Bangalore,T30,36-45,Male,26.2,Mandate,Verified,True
INV004365,2032-08-17,120843,Lumpsum,307515,Delhi,Gurugram,T30,26-35,Male,19.4,Mandate,Pending,True
INV002284,2032-10-09,120843,Lumpsum,403520,Karnataka,Bangalore,T30,36-45,Male,55.3,Mandate,Verified,True
INV003162,2032-12-05,120843,SIP,2317,West Bengal,Kolkata,T30,18-25,Male,4.1,UPI,Verified,True
INV002647,2033-03-14,120843,SIP,414,Rajasthan,Jaipur,T30,46-55,Male,87.0,UPI,Verified,True
